EGO,PSO,DE,GA
0.18983771903920219,1204271940.6174479,4.021359931650707,90748536.37982482
0.22696145759748507,1939763129.1446633,3.4790245633379153,4049622.7480320977
0.21115769021302677,1806176798.491582,3.745037878101467,63526627.3962692
0.1898535713963928,4549401177.781857,2.7727725281153024,166961658.00833023
0.10210409126090658,1975156005.567347,1.1156784578925678,80779073.11368299
0.25573375309259927,3025252754.8457384,2.714963945557444,50774734.356263205
0.21398589546432728,4468956326.862508,2.3238267005746525,846773330.4517877
0.24160730730986454,1032404037.6125263,3.7901285131869242,240878344.76463503
0.21828050671348015,4228735145.3752217,3.386140279618426,187824584.5361278
0.21951192922767945,2627952857.896991,1.4686197605308624,912111070.8449713
0.11582830080737412,3967832598.5351458,1.6846399078205216,203265066.7062626
0.1114447555732989,3645530658.9374037,3.3410115346244496,47760508.67497188
0.14600566046457875,954973409.350215,5.0785225397783655,256608844.29365236
0.18244723018444348,40882865.37895421,2.6721542796787956,162991974.40437663
0.26642139035180834,1937656857.2905803,2.06972277356252,17452763.50344162
0.19321413628314182,1420967799.9848893,2.6066423173738444,396917305.98477805
0.1702996944685019,355917077.9637942,1.3801375619921727,83339800.91009988
0.22022087253866934,3571696211.7985997,5.208994315678431,25059633.163442742
0.19121913138123436,1608274645.6712425,1.9526438042169816,243939369.58322865
0.15712873231111874,2804603277.577475,5.560058517896278,220536038.88087004
0.17290446823710967,129837189.09178367,10.711106614701963,38579806.26346827
0.28570215013279887,1715642344.7544959,1.6424754741734982,97709175.46619801
0.19785753803003767,1377639277.1211495,4.6955628915537675,20856198.758663595
0.19627724033889107,3261719344.4488754,3.4480963764142607,211115534.43304443
0.1791689681681057,3566292056.307593,1.9170604192780825,675353396.3926026
0.23947473658151172,3027823342.868037,3.114362153862228,70832491.72636104
0.19014755530702784,1283923032.088242,3.8252347623942207,111496169.95822604
0.1378858669245694,934152230.5402566,5.205687339729639,40822350.481431924
0.21567988075282615,2107635007.2812676,2.111843973683537,71143575.97640312
0.2039014127319178,1791044118.1077495,5.065497439618815,111617163.55326681
