EGO,PSO,DE,GA
0.10353920194530357,7199.861030076348,1.2728969290952665,939.5060160090468
0.13032647694830454,3577.0703848421977,1.63293296693164,705.664950790157
0.20543782580040473,6273.961835384587,0.680486327872891,498.45183877409954
0.1051696419391333,2942.457073816153,0.8357338949727402,474.81060822891374
0.12457610520757624,9075.133171626803,1.6576241576029478,612.5548895614716
0.14690400181151075,4973.919141476958,0.9387446076222579,817.7701149698711
0.13294874893496847,3660.4235863725817,0.9249703860723529,583.608323943954
0.09159632282113242,3438.4042910562716,1.2493764797061488,537.9812138995537
0.11662565213863473,6258.63422863915,1.3636568521720887,636.7228306024497
0.10657721489987601,3133.9551842302517,1.2205169623069891,655.3612840342074
0.13545444998642509,4615.242750088193,0.8487945204203492,416.2102545414347
0.10359155309243583,3143.505270906065,2.408860227995189,340.91666884904816
0.12873796189590112,6547.020337723911,1.5350706386090551,718.1770659806153
0.12249408624657215,2474.161600418551,1.221524315737472,610.2351842935266
0.14378057602523334,5964.193499175208,1.1370873674738549,957.3255821269325
0.12832307835287846,5947.6576781968015,1.1218374561935933,1117.4747792958658
0.12765008447512058,12911.268892958862,1.32473702660688,778.4613404450025
0.1097821253143261,4637.383029527046,1.6234824401971395,418.006821899381
0.10588606422605143,4853.322540181503,1.4640971786215864,812.0709259229192
0.13242932457407272,2808.4175377366055,1.7069708832583874,874.2651005092952
0.11477672095707664,10486.675413989851,1.1994651092634883,529.0502026241247
0.1256857154060554,8958.529515082242,1.0077898426579797,956.0227758541662
0.13187169266485782,8088.774842957232,2.3928781090104874,554.6411602955337
0.12505648623952761,4043.5632890748525,2.0598455610800337,741.8698127402179
0.12646455694977413,5816.397476200434,1.5041005724821832,532.3590118836756
0.12954978616726523,4290.0373655546855,2.058933429016189,794.7936501661626
0.12499028078657425,3332.654628606654,1.1599064732599889,671.9964882491299
0.1621686818200855,5010.601839925605,0.9773235354298232,300.0333217588993
0.14385829837257896,5382.19931506518,1.4661968524047875,416.9777844261142
0.13092417066326853,5106.10913833285,1.4772125136910197,908.2369223367745
