EGO,PSO,DE,GA,EGO_time,PSO_time,DE_time,GA_time
0.12926286662108522,1.16479723602691,0.07086876926604924,0.055140158930284455,0.14927911758422852,0.08014702796936035,0.14345383644104004,0.06289505958557129
0.12905447215404886,1.1676256772150237,0.12760827766848315,0.09492133066578545,0.15003395080566406,0.07927274703979492,0.14270901679992676,0.06308889389038086
0.12682348452728165,1.19049483868418,0.05259107753024306,0.07107515330603453,0.1496281623840332,0.07899808883666992,0.142744779586792,0.06314396858215332
0.12095705721022476,1.1914083421028705,0.04818017844898148,0.2355514118783827,0.15000486373901367,0.07919931411743164,0.1433558464050293,0.06324601173400879
0.1310877610688168,1.1706564400800838,0.05777274666246901,0.09613952965036898,0.14951205253601074,0.07903790473937988,0.14247918128967285,0.06271481513977051
0.11413788261336033,1.1473531716503977,0.05113690857611197,0.11043460343017886,0.1494898796081543,0.07910919189453125,0.14261674880981445,0.06266212463378906
0.1069055474600652,1.1879479810340798,0.06933082033259585,0.13270081696381097,0.14902973175048828,0.0788259506225586,0.14256596565246582,0.06295418739318848
0.14141261958879203,1.1553589549050454,0.04730323768044653,0.0703310817184215,0.14940595626831055,0.07878494262695312,0.14230990409851074,0.06288695335388184
0.11524883060757651,1.1639265525799776,0.07815452111852339,0.08868680830538189,0.1494581699371338,0.07900285720825195,0.14200496673583984,0.06273794174194336
0.12791061529093795,1.1602147179025195,0.05707819297342953,0.06884780487973607,0.15038418769836426,0.08008718490600586,0.14296698570251465,0.06309890747070312
0.12006940600120408,1.1782554000682923,0.05784475491391772,0.12869935971119484,0.14974498748779297,0.07893800735473633,0.14259004592895508,0.06253385543823242
0.11265983006960623,1.180581862410701,0.07014929050964847,0.06499921497081229,0.1490471363067627,0.07866597175598145,0.14240813255310059,0.06264090538024902
0.1453586188781384,1.180439172289514,0.052569992528394116,0.09954185035448859,0.15087413787841797,0.07877469062805176,0.14244914054870605,0.06304693222045898
0.13900199593738327,1.1775709620550117,0.07106463186844525,0.08106660719952474,0.149245023727417,0.07878232002258301,0.14204168319702148,0.06297492980957031
0.10767462978207754,1.1719361387585034,0.04367697658563219,0.09412887975718798,0.14948821067810059,0.07892584800720215,0.14241719245910645,0.06316280364990234
0.10903203760208835,1.1598351791055839,0.047797236769731466,0.15729200831624512,0.1490311622619629,0.07870197296142578,0.14257597923278809,0.06289100646972656
0.11536949557403164,1.176083258305974,0.06375654898487904,0.10085112520969997,0.14906811714172363,0.07895421981811523,0.14279413223266602,0.06308102607727051
0.12572852542703372,1.1963579424182393,0.05852099591123838,0.10726254760745735,0.1490638256072998,0.0790259838104248,0.14236903190612793,0.06279492378234863
0.12875439638038477,1.1580967843627228,0.06189727157301972,0.09449585056761967,0.14867711067199707,0.07886385917663574,0.14206695556640625,0.06275796890258789
0.12480148096812593,1.1945564742571928,0.060576661042160085,0.1288077363341259,0.14902091026306152,0.07878899574279785,0.1426248550415039,0.06281805038452148
