EGO,PSO,DE,GA,EGO_time,PSO_time,DE_time,GA_time
1.7503776018706536,9.783648720332947,1.9080783070169507,3.5864304519619634,0.16055893898010254,0.08721685409545898,0.16363525390625,0.07146382331848145
1.562413214537767,9.725339665997389,1.7089478853520323,4.3075165876439385,0.15926599502563477,0.08477282524108887,0.15973305702209473,0.07131600379943848
1.84111945557455,9.31377976467183,1.8905225193897093,4.466305017405972,0.15932106971740723,0.08505392074584961,0.16155290603637695,0.07229208946228027
1.6419939227238776,9.906380014640087,1.8933959577814972,4.2061965571340885,0.16312885284423828,0.0878152847290039,0.16560697555541992,0.0719449520111084
1.9033290741513231,9.347367589208025,2.1532821597374547,4.408787372241122,0.16071391105651855,0.08529210090637207,0.1665809154510498,0.0734548568725586
1.6479736203638535,10.139866656644863,1.495328651573804,4.3874701748451805,0.16192197799682617,0.08732199668884277,0.16342902183532715,0.07281303405761719
1.8808690293698835,9.626429019175887,1.9569771168516934,4.431691636930616,0.1642167568206787,0.08891010284423828,0.16489505767822266,0.07335186004638672
1.6960018173650977,9.79041970521202,1.6798868803083384,3.796953844595056,0.16367602348327637,0.08682394027709961,0.16159415245056152,0.07186698913574219
1.6735540158133237,10.024048357833678,2.070241824711165,5.13882687991676,0.15952682495117188,0.08504414558410645,0.16343903541564941,0.0712430477142334
1.6406485881278177,9.16530674280579,1.911341601356931,4.787914465261483,0.15898990631103516,0.0854032039642334,0.16369318962097168,0.07180094718933105
1.642781676930689,10.106661197763739,1.9734193841250272,4.23289386771771,0.15944314002990723,0.08524703979492188,0.16046786308288574,0.07280516624450684
1.7619327258131112,9.795074711473434,2.306834992871981,5.242915434014332,0.1605992317199707,0.08577680587768555,0.16208672523498535,0.07175517082214355
1.6486572930655474,9.75733853960232,1.782280641672966,3.3767806981064585,0.15986108779907227,0.08741402626037598,0.16086792945861816,0.07237005233764648
1.6718718401163994,9.839892511336355,1.9611784265394054,4.8055435456717746,0.160538911819458,0.08582592010498047,0.16271209716796875,0.07134389877319336
1.6564019780883474,10.106372742821403,1.8476698959576585,5.178266139153042,0.16183209419250488,0.08500099182128906,0.16306829452514648,0.07186770439147949
1.4410935247568486,9.57513886976198,1.7091230699130304,4.654590676995177,0.16037297248840332,0.0857851505279541,0.1606757640838623,0.07099318504333496
1.717769617704175,9.782248342858468,1.6858818688267694,3.7981556935910956,0.15995311737060547,0.08445382118225098,0.1605088710784912,0.07107305526733398
1.642413043713994,9.411097807214393,1.9343617740369266,5.153853999760678,0.16047191619873047,0.0867300033569336,0.16174101829528809,0.07090878486633301
1.7720400130734864,10.293752472242106,1.873440696227711,4.250357611370262,0.1589360237121582,0.0844883918762207,0.15979981422424316,0.07136297225952148
1.6368364544410885,9.561997447571997,1.8709334971280431,4.474081660129112,0.15858078002929688,0.08477497100830078,0.15935683250427246,0.0711982250213623
